Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
BioHiTech Global Inc,BHTG,Buy,Filled,10,10,@1.83,1.83,DAY,07/27/2020 04:32:35 EDT,07/27/2020 07:25:51 EDT
Blmn Brd,BLMN,Buy,Filled,5,5,@11.59,11.59,DAY,07/24/2020 14:33:23 EDT,07/24/2020 15:40:40 EDT
Hyliion Holdings Corporation,HYLN,Sell,Filled,4,4,@18.01,18.01,DAY,07/24/2020 13:32:57 EDT,07/24/2020 13:32:58 EDT
Envela Corp,ELA,Buy,Filled,70,70,@4.11,4.11,DAY,07/24/2020 12:50:26 EDT,07/24/2020 12:50:27 EDT
Glu Mobile,GLUU,Buy,Filled,35,35,@9.17,9.17,DAY,07/24/2020 12:46:06 EDT,07/24/2020 12:46:07 EDT
Workhorse Group,WKHS,Buy,Filled,3,3,@15.10,15.10,DAY,07/24/2020 11:46:35 EDT,07/24/2020 11:47:17 EDT
AYRO  Inc.,AYRO,Buy,Filled,10,10,@4.58,4.58,DAY,07/24/2020 11:17:06 EDT,07/24/2020 11:18:59 EDT
Snap,SNAP,Buy,Filled,15,15,@21.98,21.98,DAY,07/24/2020 10:36:24 EDT,07/24/2020 10:36:25 EDT
Limelight,LLNW,Buy,Filled,65,65,@6.31,6.31,DAY,07/24/2020 10:09:46 EDT,07/24/2020 10:09:47 EDT
NIO Inc.,NIO,Buy,Filled,2,2,@11.00,11.00,DAY,07/24/2020 09:54:52 EDT,07/24/2020 09:54:53 EDT
Dmtar,UFS,Buy,Filled,5,5,@21.95,21.95,DAY,07/24/2020 09:45:21 EDT,07/24/2020 09:45:23 EDT
DLH Hldg,DLHC,Sell,Filled,50,50,@8.50,8.50,DAY,07/24/2020 09:34:49 EDT,07/24/2020 09:40:19 EDT
ChannelAdvisor,ECOM,Sell,Filled,10,10,@17.56,17.56,DAY,07/24/2020 09:31:09 EDT,07/24/2020 09:31:37 EDT
Pinduoduo,PDD,Sell,Cancelled,0,3,@80.00,,GTC,07/24/2020 04:07:46 EDT,
Arcimoto,FUV,Sell,Filled,8,8,@5.86,5.86,DAY,07/23/2020 13:55:17 EDT,07/23/2020 13:55:19 EDT
Hyliion Holdings Corporation,HYLN,Buy,Filled,1,1,@19.89,19.89,DAY,07/23/2020 12:44:40 EDT,07/23/2020 12:44:41 EDT
Clean Enrgy Fuel,CLNE,Buy,Filled,50,50,@2.60,2.60,DAY,07/23/2020 12:17:23 EDT,07/23/2020 12:23:46 EDT
Lightpth Tech,LPTH,Buy,Filled,50,50,@3.48,3.48,DAY,07/23/2020 12:12:28 EDT,07/23/2020 12:12:28 EDT
COSTAMARE,CMRE,Buy,Filled,50,50,@5.40,5.40,DAY,07/23/2020 12:06:17 EDT,07/23/2020 12:06:17 EDT
Discover Financl,DFS,Sell,Filled,3,3,@55.00,55.00,GTC,07/23/2020 11:51:43 EDT,08/11/2020 07:34:04 EDT
Ballard Power,BLDP,Sell,Filled,8,8,@16.40,16.40,DAY,07/23/2020 10:41:20 EDT,07/23/2020 13:32:14 EDT
Ballard Power,BLDP,Sell,Cancelled,0,8,@20.00,,DAY,07/23/2020 10:41:20 EDT,
Ballard Power,BLDP,Buy,Filled,15,15,@17.10,17.10,DAY,07/23/2020 10:22:17 EDT,07/23/2020 10:40:37 EDT
DLH Hldg,DLHC,Sell,Cancelled,0,20,@10.00,,DAY,07/23/2020 10:10:44 EDT,
Blink Charging,BLNK,Sell,Filled,35,35,@7.35,7.35,DAY,07/23/2020 10:06:53 EDT,07/23/2020 10:12:29 EDT
Shake Shack,SHAK,Sell,Filled,5,5,@52.23,52.23,GTC,07/23/2020 10:02:25 EDT,07/23/2020 13:51:51 EDT
CBAK Energy Tech,CBAT,Sell,Cancelled,0,50,@0.900,,DAY,07/23/2020 09:43:32 EDT,
MILESTONE SCIENT,MLSS,Sell,Filled,50,50,@1.91,1.91,DAY,07/23/2020 09:38:17 EDT,07/23/2020 10:47:57 EDT
FirstEnergy,FE,Buy,Filled,10,10,@28.50,28.50,DAY,07/23/2020 04:35:51 EDT,07/23/2020 06:08:08 EDT
Shake Shack,SHAK,Sell,Filled,3,3,@53.03,53.03,DAY,07/22/2020 15:52:28 EDT,07/22/2020 15:52:28 EDT
Blink Charging,BLNK,Sell,Filled,20,20,@7.00,7.00,DAY,07/22/2020 15:50:13 EDT,07/22/2020 15:50:58 EDT
QURATE RETAIL,QRTEA,Sell,Filled,10,10,@9.15,9.15,DAY,07/22/2020 15:21:55 EDT,07/22/2020 15:21:56 EDT
QURATE RETAIL,QRTEA,Sell,Filled,5,5,@9.14,9.14,DAY,07/22/2020 15:21:11 EDT,07/22/2020 15:21:12 EDT
Veritone,VERI,Sell,Filled,10,10,@11.82,11.82,DAY,07/22/2020 15:01:13 EDT,07/22/2020 15:01:14 EDT
COSTAMARE,CMRE,Buy,Filled,50,50,@5.00,5.00,DAY,07/22/2020 14:45:37 EDT,07/22/2020 14:45:37 EDT
Velodyne Lidar Inc,VLDR,Buy,Filled,20,20,@16.30,16.30,DAY,07/22/2020 13:46:33 EDT,07/22/2020 13:47:01 EDT
FirstEnergy,FE,Buy,Filled,10,10,@27.96,27.96,DAY,07/22/2020 12:45:41 EDT,07/22/2020 12:45:42 EDT
Arlo Technologies,ARLO,Buy,Cancelled,0,100,@2.80,,GTC,07/22/2020 11:00:15 EDT,
Polar Power,POLA,Sell,Filled,50,50,@3.40,3.40,GTC,07/22/2020 10:59:25 EDT,07/22/2020 12:22:26 EDT
Blink Charging,BLNK,Sell,Filled,20,20,@7.48,7.48,DAY,07/22/2020 10:34:55 EDT,07/22/2020 10:34:57 EDT
Blink Charging,BLNK,Sell,Filled,10,10,@7.10,7.10,DAY,07/22/2020 09:02:55 EDT,07/22/2020 09:02:55 EDT
Vivint Smart Home Inc,VVNT,Sell,Cancelled,0,10,@15.56,,DAY,07/21/2020 12:36:05 EDT,
Big Lots,BIG,Sell,Filled,4,4,@41.57,41.57,DAY,07/21/2020 12:28:39 EDT,07/21/2020 12:28:40 EDT
Upwork,UPWK,Sell,Filled,15,15,@14.36,14.36,DAY,07/21/2020 12:27:30 EDT,07/21/2020 12:27:31 EDT
BioHiTech Global Inc,BHTG,Buy,Filled,100,100,@2.13,2.13,DAY,07/21/2020 12:26:29 EDT,07/21/2020 12:26:29 EDT
AYRO  Inc.,AYRO,Buy,Filled,10,10,@5.64,5.64,DAY,07/21/2020 12:19:32 EDT,07/21/2020 12:19:33 EDT
Inseego,INSG,Sell,Filled,35,35,@11.45,11.45,DAY,07/21/2020 12:04:26 EDT,07/21/2020 12:04:26 EDT
Clean Enrgy Fuel,CLNE,Buy,Filled,150,150,@2.44,2.44,DAY,07/21/2020 12:04:05 EDT,07/21/2020 12:04:06 EDT
1LIFE HEALTHCARE INC,ONEM,Sell,Filled,3,3,@37.85,37.85,DAY,07/21/2020 11:52:42 EDT,07/21/2020 11:52:42 EDT
Occidental,OXY,Buy,Filled,2,2,@17.94,17.94,DAY,07/21/2020 11:43:10 EDT,07/21/2020 11:43:11 EDT
Blmn Brd,BLMN,Buy,Filled,10,10,@10.62,10.62,DAY,07/21/2020 10:02:27 EDT,07/21/2020 10:02:28 EDT
Maxar Technologies Ltd,MAXR,Sell,Filled,13,13,@16.80,16.80,DAY,07/21/2020 09:44:21 EDT,07/21/2020 09:44:55 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,20,20,@25.00,25.00,DAY,07/21/2020 09:40:07 EDT,07/21/2020 09:43:22 EDT
Arlo Technologies,ARLO,Buy,Cancelled,0,100,@2.80,,DAY,07/21/2020 08:24:15 EDT,
Maxar Technologies Ltd,MAXR,Sell,Cancelled,0,13,@16.80,,DAY,07/20/2020 15:15:41 EDT,
Pinduoduo,PDD,Buy,Filled,3,3,@83.90,83.90,DAY,07/20/2020 12:59:03 EDT,07/20/2020 12:59:05 EDT
Supercom,SPCB,Buy,Filled,50,50,@1.47,1.47,DAY,07/20/2020 12:49:09 EDT,07/20/2020 13:30:33 EDT
Occidental,OXY,Buy,Filled,1,1,@15.94,15.94,DAY,07/20/2020 12:41:48 EDT,07/20/2020 12:41:49 EDT
Lightpth Tech,LPTH,Buy,Filled,40,40,@3.09,3.09,DAY,07/20/2020 12:26:47 EDT,07/20/2020 12:27:52 EDT
AYRO  Inc.,AYRO,Buy,Filled,25,25,@4.62,4.62,DAY,07/20/2020 11:54:30 EDT,07/20/2020 11:54:31 EDT
QURATE RETAIL,QRTEA,Buy,Filled,5,5,@9.13,9.13,DAY,07/20/2020 10:46:07 EDT,07/20/2020 10:46:08 EDT
SAFE-T GROUP LTD.,SFET,Buy,Filled,20,20,@1.57,1.57,DAY,07/20/2020 10:23:49 EDT,07/20/2020 10:23:50 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@14.58,14.58,DAY,07/20/2020 10:06:18 EDT,07/20/2020 10:06:25 EDT
AudioCodes,AUDC,Sell,Filled,8,8,@39.50,39.50,GTC,07/20/2020 10:04:13 EDT,07/21/2020 08:25:21 EDT
Blink Charging,BLNK,Buy,Cancelled,0,100,@5.60,,DAY,07/20/2020 09:52:53 EDT,
ChannelAdvisor,ECOM,Buy,Filled,10,10,@14.95,14.95,DAY,07/17/2020 12:47:13 EDT,07/17/2020 12:47:14 EDT
AYRO  Inc.,AYRO,Buy,Filled,25,25,@4.48,4.48,DAY,07/17/2020 12:32:12 EDT,07/17/2020 12:32:13 EDT
CBAK Energy Tech,CBAT,Buy,Filled,200,200,@0.925,0.925,DAY,07/17/2020 12:28:29 EDT,07/17/2020 12:28:30 EDT
Supercom,SPCB,Buy,Filled,100,100,@1.42,1.42,DAY,07/17/2020 12:14:01 EDT,07/17/2020 12:14:01 EDT
SAFE-T GROUP LTD.,SFET,Buy,Filled,100,100,@1.79,1.79,DAY,07/17/2020 12:12:38 EDT,07/17/2020 12:12:39 EDT
Upwork,UPWK,Buy,Filled,15,15,@13.88,13.88,DAY,07/17/2020 12:03:46 EDT,07/17/2020 12:03:47 EDT
Fortress Trans,FTAI,Buy,Filled,15,15,@14.60,14.60,DAY,07/17/2020 11:04:14 EDT,07/17/2020 11:04:15 EDT
Hyliion Holdings Corporation,HYLN,Sell,Filled,8,8,@22.20,22.20,DAY,07/17/2020 10:46:03 EDT,07/17/2020 10:46:43 EDT
Big Lots,BIG,Sell,Filled,2,2,@35.65,35.65,DAY,07/17/2020 10:42:43 EDT,07/17/2020 10:42:48 EDT
Veritone,VERI,Buy,Filled,10,10,@11.68,11.68,DAY,07/17/2020 10:36:15 EDT,07/17/2020 10:39:00 EDT
Axonics Modulation Technologies,AXNX,Sell,Filled,10,10,@39.30,39.30,DAY,07/17/2020 10:31:08 EDT,07/17/2020 10:32:43 EDT
NIO Inc.,NIO,Buy,Filled,5,5,@11.70,11.70,DAY,07/17/2020 09:52:09 EDT,07/17/2020 09:53:46 EDT
NIO Inc.,NIO,Buy,Filled,5,5,@12.14,12.14,DAY,07/17/2020 09:04:59 EDT,07/17/2020 09:09:49 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,20,20,@16.18,16.18,DAY,07/17/2020 07:06:59 EDT,07/17/2020 07:07:04 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,15,15,@16.00,16.00,DAY,07/17/2020 06:59:25 EDT,07/17/2020 06:59:30 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,25,25,@16.00,16.00,DAY,07/17/2020 06:58:41 EDT,07/17/2020 06:58:47 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,30,30,@13.88,13.88,DAY,07/17/2020 06:49:09 EDT,07/17/2020 06:49:10 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,5,5,@8.90,8.90,DAY,07/16/2020 15:17:30 EDT,07/16/2020 15:18:31 EDT
MicroVision,MVIS,Sell,Filled,100,100,@2.31,2.31,DAY,07/16/2020 15:03:12 EDT,07/16/2020 15:03:12 EDT
Polar Power,POLA,Sell,Filled,50,50,@2.90,2.90,DAY,07/16/2020 13:08:10 EDT,07/16/2020 13:11:01 EDT
Genasys Inc.,GNSS,Buy,Filled,60,60,@4.70,4.70,DAY,07/16/2020 12:11:39 EDT,07/16/2020 12:20:10 EDT
Energous,WATT,Buy,Filled,90,90,@3.30,3.30,DAY,07/16/2020 12:01:01 EDT,07/16/2020 12:01:02 EDT
QURATE RETAIL,QRTEA,Buy,Filled,40,40,@9.81,9.81,DAY,07/16/2020 11:45:13 EDT,07/16/2020 11:45:14 EDT
Big Lots,BIG,Buy,Filled,1,1,@35.60,35.60,DAY,07/16/2020 11:22:57 EDT,07/16/2020 11:24:59 EDT
MicroVision,MVIS,Sell,Filled,100,100,@2.10,2.10,DAY,07/16/2020 11:15:49 EDT,07/16/2020 11:16:37 EDT
NIO Inc.,NIO,Buy,Filled,5,5,@11.76,11.76,DAY,07/16/2020 05:22:34 EDT,07/16/2020 05:22:35 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,5,5,@23.35,23.35,DAY,07/15/2020 13:57:44 EDT,07/15/2020 13:58:45 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@15.90,15.90,DAY,07/15/2020 10:06:20 EDT,07/15/2020 10:06:22 EDT
Beasley Broadcst,BBGI,Buy,Filled,5,5,@1.75,1.75,DAY,07/15/2020 09:04:55 EDT,07/15/2020 09:04:55 EDT
SunPower,SPWR,Buy,Cancelled,0,30,@10.00,,DAY,07/15/2020 08:39:46 EDT,
MILESTONE SCIENT,MLSS,Buy,Filled,150,150,@2.00,2.00,DAY,07/15/2020 08:20:25 EDT,07/15/2020 09:33:30 EDT
Axonics Modulation Technologies,AXNX,Buy,Filled,10,10,@37.80,37.80,DAY,07/15/2020 08:16:08 EDT,07/15/2020 09:31:16 EDT
Inseego,INSG,Buy,Filled,35,35,@11.00,11.00,DAY,07/15/2020 08:14:14 EDT,07/15/2020 12:01:06 EDT
iPath® B S&P 500® VIX S/T Futs™ ETN,VXX,Sell,Filled,15,15,@32.15,32.15,DAY,07/15/2020 06:53:41 EDT,07/15/2020 08:16:14 EDT
Vivint Smart Home Inc,VVNT,Buy,Cancelled,0,5,@15.85,,DAY,07/14/2020 15:58:07 EDT,
Hyliion Holdings Corporation,HYLN,Buy,Filled,3,3,@23.45,23.45,DAY,07/14/2020 13:37:05 EDT,07/14/2020 13:37:50 EDT
Arcimoto,FUV,Buy,Filled,5,5,@6.20,6.20,DAY,07/14/2020 13:08:57 EDT,07/14/2020 13:08:58 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,8,8,@7.58,7.58,DAY,07/14/2020 13:05:35 EDT,07/14/2020 13:05:35 EDT
Blink Charging,BLNK,Buy,Filled,10,10,@5.58,5.58,DAY,07/14/2020 10:43:50 EDT,07/14/2020 10:43:51 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,5,5,@21.30,21.30,DAY,07/14/2020 10:10:52 EDT,07/14/2020 10:10:53 EDT
Blink Charging,BLNK,Sell,Cancelled,0,10,@5.75,,DAY,07/14/2020 09:52:02 EDT,
iPath® B S&P 500® VIX S/T Futs™ ETN,VXX,Sell,Filled,5,5,@34.65,34.65,DAY,07/14/2020 09:45:49 EDT,07/14/2020 09:45:50 EDT
iPath® B S&P 500® VIX S/T Futs™ ETN,VXX,Sell,Filled,5,5,@34.63,34.63,DAY,07/14/2020 09:44:58 EDT,07/14/2020 09:44:58 EDT
Beyond Meat,BYND,Buy,Filled,1,1,@128.52,128.52,DAY,07/14/2020 09:38:32 EDT,07/14/2020 09:38:33 EDT
NIO Inc.,NIO,Buy,Filled,5,5,@13.36,13.36,DAY,07/14/2020 09:36:25 EDT,07/14/2020 09:36:26 EDT
1LIFE HEALTHCARE INC,ONEM,Buy,Filled,8,8,@40.20,40.20,DAY,07/13/2020 14:56:32 EDT,07/13/2020 14:56:49 EDT
iPath® B S&P 500® VIX S/T Futs™ ETN,VXX,Buy,Filled,10,10,@32.70,32.70,DAY,07/13/2020 14:16:04 EDT,07/13/2020 14:16:52 EDT
Dmtar,UFS,Buy,Filled,20,20,@21.23,21.23,DAY,07/13/2020 14:11:33 EDT,07/13/2020 14:11:38 EDT
MicroVision,MVIS,Buy,Filled,100,100,@1.73,1.73,DAY,07/13/2020 13:59:12 EDT,07/13/2020 13:59:13 EDT
Arconic Corp,ARNC,Buy,Filled,7,7,@15.45,15.45,DAY,07/13/2020 13:32:41 EDT,07/13/2020 13:34:20 EDT
Blmn Brd,BLMN,Buy,Filled,5,5,@10.26,10.26,DAY,07/13/2020 13:28:08 EDT,07/13/2020 13:28:08 EDT
Las Vegas Sands,LVS,Sell,Filled,2,2,@49.31,49.31,DAY,07/13/2020 13:21:41 EDT,07/13/2020 13:21:41 EDT
ADIENT,ADNT,Sell,Filled,30,30,@17.25,17.25,DAY,07/13/2020 13:12:55 EDT,07/13/2020 13:12:56 EDT
Blink Charging,BLNK,Buy,Filled,10,10,@6.65,6.65,DAY,07/13/2020 12:27:01 EDT,07/13/2020 12:27:22 EDT
Blink Charging,BLNK,Buy,Filled,15,15,@6.58,6.58,DAY,07/13/2020 12:03:15 EDT,07/13/2020 12:09:24 EDT
DLH Hldg,DLHC,Buy,Filled,50,50,@8.00,8.00,DAY,07/13/2020 11:57:43 EDT,07/13/2020 11:58:09 EDT
China DEHL,DL,Buy,Cancelled,0,50,@8.80,,DAY,07/13/2020 11:52:25 EDT,
Arcimoto,FUV,Buy,Filled,10,10,@6.08,6.08,DAY,07/13/2020 10:23:22 EDT,07/13/2020 10:23:22 EDT
Zovio Inc,ZVO,Sell,Filled,80,80,@3.57,3.57,DAY,07/13/2020 10:20:05 EDT,07/13/2020 10:20:06 EDT
Waitr Holdings Inc,WTRH,Sell,Filled,50,50,@3.65,3.65,DAY,07/13/2020 10:17:02 EDT,07/13/2020 10:29:14 EDT
Infinera,INFN,Sell,Filled,60,60,@6.25,6.25,DAY,07/13/2020 10:11:02 EDT,07/13/2020 10:12:16 EDT
Applied DNA Sciences Inc,APDN,Buy,Cancelled,0,300,@7.78,,DAY,07/13/2020 10:10:17 EDT,
Virgin Galactic Holdings Inc,SPCE,Sell,Filled,15,15,@19.84,19.84,DAY,07/13/2020 10:02:02 EDT,07/13/2020 10:02:03 EDT
Virgin Galactic Holdings Inc,SPCE,Sell,Filled,10,10,@20.00,20.00,DAY,07/13/2020 10:00:12 EDT,07/13/2020 10:00:13 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,5,5,@25.20,25.20,DAY,07/13/2020 09:55:02 EDT,07/13/2020 09:55:40 EDT
Maxar Technologies Ltd,MAXR,Sell,Filled,5,5,@16.05,16.05,DAY,07/13/2020 09:53:19 EDT,07/13/2020 09:53:20 EDT
iPath® B S&P 500® VIX S/T Futs™ ETN,VXX,Buy,Filled,15,15,@31.80,31.80,DAY,07/13/2020 09:32:57 EDT,07/13/2020 09:35:11 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@17.73,17.73,DAY,07/13/2020 08:59:14 EDT,07/13/2020 08:59:15 EDT
Polar Power,POLA,Buy,Filled,100,100,@3.45,3.45,DAY,07/13/2020 07:57:52 EDT,07/13/2020 08:38:57 EDT
Blink Charging,BLNK,Sell,Filled,10,10,@6.93,6.93,DAY,07/10/2020 14:12:59 EDT,07/10/2020 14:13:06 EDT
Arcimoto,FUV,Buy,Filled,40,40,@7.15,7.15,DAY,07/10/2020 13:05:46 EDT,07/10/2020 13:05:50 EDT
Coprt,CPRT,Buy,Filled,2,2,@82.66,82.66,DAY,07/10/2020 12:35:51 EDT,07/10/2020 12:35:51 EDT
Virgin Galactic Holdings Inc,SPCE,Buy,Filled,10,10,@19.70,19.70,DAY,07/10/2020 11:42:14 EDT,07/10/2020 11:50:23 EDT
Hyliion Holdings Corporation,HYLN,Buy,Filled,12,12,@27.55,27.55,DAY,07/10/2020 11:21:15 EDT,07/10/2020 11:22:41 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,15,15,@8.00,8.00,DAY,07/10/2020 11:14:03 EDT,07/10/2020 12:57:22 EDT
Veritone,VERI,Sell,Filled,10,10,@13.50,13.50,DAY,07/10/2020 10:33:43 EDT,07/10/2020 10:33:44 EDT
Veritone,VERI,Sell,Cancelled,0,20,@13.55,,DAY,07/10/2020 10:32:46 EDT,
Veritone,VERI,Sell,Filled,10,10,@13.80,13.80,DAY,07/10/2020 10:23:12 EDT,07/10/2020 10:23:13 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,10,10,@27.00,27.00,DAY,07/10/2020 10:17:52 EDT,07/10/2020 15:59:48 EDT
Blink Charging,BLNK,Sell,Filled,10,10,@7.16,7.16,DAY,07/10/2020 10:03:21 EDT,07/10/2020 10:03:22 EDT
Camtek,CAMT,Buy,Cancelled,0,20,@10.00,,DAY,07/10/2020 04:03:32 EDT,
ChannelAdvisor,ECOM,Buy,Cancelled,0,20,@15.88,,DAY,07/10/2020 03:56:32 EDT,
Big Lots,BIG,Buy,Filled,5,5,@41.08,41.08,DAY,07/09/2020 14:29:44 EDT,07/09/2020 15:29:05 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,15,15,@22.40,22.40,DAY,07/09/2020 13:38:31 EDT,07/09/2020 13:46:12 EDT
Applied DNA Sciences Inc,APDN,Buy,Cancelled,0,20,@8.00,,DAY,07/09/2020 13:21:22 EDT,
Virgin Galactic Holdings Inc,SPCE,Buy,Cancelled,0,10,@18.00,,DAY,07/09/2020 13:19:51 EDT,
Infinera,INFN,Buy,Filled,60,60,@6.25,6.25,DAY,07/09/2020 12:59:39 EDT,07/09/2020 13:06:36 EDT
Zovio Inc,ZVO,Buy,Filled,80,80,@3.35,3.35,DAY,07/09/2020 12:56:35 EDT,07/09/2020 12:56:38 EDT
NIO Inc.,NIO,Buy,Filled,10,10,@13.94,13.94,DAY,07/09/2020 12:51:17 EDT,07/09/2020 12:51:27 EDT
YOUDAO  INC.,DAO,Buy,Cancelled,0,10,@37.85,,DAY,07/09/2020 12:42:32 EDT,
Vivint Smart Home Inc,VVNT,Buy,Filled,5,5,@15.98,15.98,DAY,07/09/2020 12:03:49 EDT,07/09/2020 12:03:58 EDT
Limelight,LLNW,Sell,Filled,50,50,@7.77,7.77,DAY,07/09/2020 11:02:27 EDT,07/09/2020 11:03:28 EDT
Ballard Power,BLDP,Sell,Filled,9,9,@20.96,20.96,DAY,07/09/2020 10:39:36 EDT,07/09/2020 10:39:37 EDT
Veritone,VERI,Buy,Filled,30,30,@14.50,14.50,DAY,07/09/2020 10:11:27 EDT,07/09/2020 10:40:01 EDT
Veritone,VERI,Sell,Cancelled,0,30,13.50,,GTC,07/09/2020 10:11:27 EDT,
Dmtar,UFS,Sell,Filled,5,5,@18.73,18.73,DAY,07/09/2020 09:44:42 EDT,07/09/2020 09:58:27 EDT
Limelight,LLNW,Buy,Filled,50,50,@7.80,7.80,DAY,07/09/2020 04:40:44 EDT,07/09/2020 10:55:58 EDT
Sunrun,RUN,Buy,Cancelled,0,10,@25.49,,DAY,07/09/2020 03:37:17 EDT,
NIO Inc.,NIO,Buy,Filled,3,3,@12.94,12.94,DAY,07/08/2020 15:05:32 EDT,07/08/2020 15:06:05 EDT
NIO Inc.,NIO,Buy,Filled,3,3,@13.41,13.41,DAY,07/08/2020 14:16:08 EDT,07/08/2020 14:16:11 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,25,25,@8.05,8.05,DAY,07/08/2020 13:00:42 EDT,07/08/2020 13:01:53 EDT
Ooma,OOMA,Buy,Cancelled,0,20,@17.00,,DAY,07/08/2020 12:02:49 EDT,
Lightpth Tech,LPTH,Sell,Filled,40,40,@2.90,2.90,DAY,07/08/2020 11:33:04 EDT,07/08/2020 11:34:04 EDT
Fiverr,FVRR,Sell,Filled,2,2,@81.68,81.68,DAY,07/08/2020 11:23:00 EDT,07/08/2020 11:23:01 EDT
NXP Semicondtrs,NXPI,Sell,Filled,1,1,@115.12,115.12,DAY,07/08/2020 11:19:04 EDT,07/08/2020 11:19:04 EDT
Blink Charging,BLNK,Sell,Filled,10,10,@7.78,7.78,DAY,07/08/2020 11:08:31 EDT,07/08/2020 11:08:32 EDT
Blink Charging,BLNK,Sell,Filled,10,10,@7.96,7.96,DAY,07/08/2020 10:37:01 EDT,07/08/2020 10:37:02 EDT
Vivint Smart Home Inc,VVNT,Sell,Cancelled,0,10,@15.95,,DAY,07/08/2020 10:28:36 EDT,
Virgin Galactic Holdings Inc,SPCE,Sell,Cancelled,0,15,@16.98,,DAY,07/08/2020 09:57:30 EDT,
NIO Inc.,NIO,Sell,Filled,5,5,@14.58,14.58,DAY,07/08/2020 09:55:18 EDT,07/08/2020 09:55:19 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,15,15,@20.30,20.30,DAY,07/07/2020 15:48:21 EDT,07/07/2020 15:48:22 EDT
Workhorse Group,WKHS,Buy,Filled,20,20,@16.28,16.28,DAY,07/07/2020 15:42:56 EDT,07/07/2020 15:42:57 EDT
Blink Charging,BLNK,Buy,Filled,10,10,@7.00,7.00,DAY,07/07/2020 15:13:36 EDT,07/07/2020 15:18:48 EDT
NIO Inc.,NIO,Sell,Filled,5,5,@13.07,13.07,DAY,07/07/2020 13:51:47 EDT,07/07/2020 13:51:48 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,15,15,@20.42,20.42,DAY,07/07/2020 13:13:16 EDT,07/07/2020 13:13:17 EDT
Fortress Trans,FTAI,Sell,Filled,28,28,@12.76,12.76,DAY,07/07/2020 11:35:37 EDT,07/07/2020 11:36:39 EDT
Shake Shack,SHAK,Sell,Cancelled,0,2,@51.50,,DAY,07/07/2020 11:34:10 EDT,
Lightpth Tech,LPTH,Buy,Filled,80,80,@3.22,3.22,DAY,07/07/2020 11:06:30 EDT,07/07/2020 11:09:26 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,37,37,@8.15,8.15,DAY,07/07/2020 11:01:32 EDT,07/07/2020 11:01:33 EDT
Sunrun,RUN,Sell,Filled,10,10,@26.22,26.22,DAY,07/07/2020 10:53:11 EDT,07/07/2020 10:53:12 EDT
Waitr Holdings Inc,WTRH,Buy,Filled,50,50,@3.65,3.65,DAY,07/07/2020 10:37:53 EDT,07/07/2020 13:46:43 EDT
AudioCodes,AUDC,Sell,Cancelled,0,8,30.00,,GTC,07/07/2020 10:31:06 EDT,
AudioCodes,AUDC,Sell,Cancelled,0,8,@40.00,,GTC,07/07/2020 10:31:06 EDT,
Fiverr,FVRR,Buy,Cancelled,0,2,@80.00,,DAY,07/07/2020 10:19:04 EDT,
NIO Inc.,NIO,Sell,Filled,10,10,@10.70,10.70,DAY,07/07/2020 10:08:31 EDT,07/07/2020 10:08:52 EDT
Ballard Power,BLDP,Sell,Filled,8,8,@19.43,19.43,DAY,07/07/2020 10:00:36 EDT,07/07/2020 10:00:37 EDT
MicroVision,MVIS,Sell,Filled,100,100,@1.45,1.45,DAY,07/07/2020 09:42:08 EDT,07/07/2020 09:42:09 EDT
Blink Charging,BLNK,Buy,Cancelled,0,20,@6.65,,DAY,07/07/2020 09:39:30 EDT,
Maxar Technologies Ltd,MAXR,Buy,Filled,18,18,@16.80,16.80,DAY,07/07/2020 04:06:11 EDT,07/07/2020 06:10:46 EDT
COMSTOCK MIN,LODE,Buy,Cancelled,0,150,@0.8164,,DAY,07/07/2020 04:02:52 EDT,
Remark Holdings,MARK,Sell,Filled,90,90,@2.38,2.38,DAY,07/06/2020 16:15:25 EDT,07/06/2020 16:15:26 EDT
